stop_id,bas_road_marking,bench,board_sign,bus,no_objects,rumble_strips,shelter,stop_sign,street_light,trash_bin,zebra_crossing
1000147,0,1,0,0,0,0,1,0,0,0,0
1000148,0,0,0,0,0,0,0,0,1,0,0
1000149,0,0,0,0,0,1,0,0,0,0,0
1000150,0,0,0,0,1,0,0,0,0,0,0
1000151,0,1,0,0,0,0,1,0,0,0,0
1000154,0,0,1,0,0,0,0,1,0,0,0
1000157,0,0,0,0,1,0,0,0,0,0,0
1000160,0,1,0,0,0,0,0,0,0,0,0
1000161,1,1,0,0,0,0,1,0,0,1,0
1000162,1,1,0,0,0,0,1,0,0,1,0
1000165,0,0,0,0,0,0,0,0,1,0,0
1000166,0,1,0,0,0,0,1,0,0,1,0
1000169,0,1,0,0,0,0,1,0,0,0,0
1000174,0,1,0,0,0,0,1,0,0,1,0
1000175,1,1,0,0,0,0,1,0,0,0,0
1000176,0,0,0,0,0,1,0,0,0,0,0
1000179,0,0,0,0,0,0,0,1,0,0,0
1000180,0,0,0,0,1,0,0,0,0,0,0
1000181,1,1,0,0,0,0,1,0,0,0,0
1000182,0,1,0,0,0,0,1,0,0,1,0
1000183,0,1,0,0,0,0,1,0,1,1,0
1000184,0,0,0,0,0,1,0,0,1,0,0
1000185,2,2,0,0,0,0,2,0,0,0,0
1000186,2,1,0,0,0,2,2,0,0,0,0
1000189,0,0,1,0,0,0,0,1,1,0,0
1000192,1,1,0,0,0,0,1,0,3,0,0
1000193,0,0,0,0,1,0,0,0,0,0,0
1000194,1,0,0,0,0,0,0,0,1,0,0
1000195,0,1,0,0,0,0,1,0,0,0,0
1000196,1,1,0,0,0,0,1,0,0,0,0
1000197,2,1,0,0,0,1,1,0,0,0,0
1000198,0,0,0,0,0,0,0,0,2,0,0
1000200,1,1,1,0,0,0,1,0,0,0,0
1000203,1,1,0,0,0,0,1,0,0,1,0
1000204,0,0,0,0,1,0,0,0,0,0,0
1000205,1,1,0,0,0,0,1,0,0,1,0
1000206,1,0,0,0,0,0,0,0,0,0,0
1000207,0,0,0,0,0,0,0,0,1,0,0
1000208,0,0,1,0,0,0,0,0,1,0,0
1000209,0,1,0,0,0,0,1,0,1,1,0
1000211,0,2,0,0,0,0,1,0,0,2,0
1000212,0,0,0,0,0,0,0,0,1,0,0
1000213,0,0,0,0,1,0,0,0,0,0,0
1000216,1,1,1,0,0,0,1,0,0,0,0
1000217,0,1,0,0,0,0,1,0,0,0,0
1000220,0,0,0,0,1,0,0,0,0,0,0
1000223,0,0,1,0,0,0,0,1,0,0,0
1000225,1,0,0,0,0,0,1,0,0,0,0
1000226,0,0,0,0,0,0,0,0,1,0,0
1000228,2,2,0,0,0,0,2,0,0,2,0
1000230,1,1,0,0,0,0,1,1,0,1,0
1000231,0,1,0,0,0,0,1,0,0,1,0
1000232,0,1,0,0,0,0,1,0,0,0,0
1000234,0,0,0,0,0,0,0,0,2,0,0
1000236,0,1,1,0,0,0,1,1,0,0,0
1000237,0,0,0,1,0,0,1,0,1,0,0
1000238,0,1,0,1,0,0,1,0,1,0,0
1000239,0,0,0,0,1,0,0,0,0,0,0
1000240,0,2,0,0,0,0,1,0,1,0,0
1000246,0,1,0,0,0,0,1,1,0,0,0
1000247,0,1,1,0,0,0,1,1,0,1,0
1000248,0,0,1,0,0,0,0,0,0,0,0
1000249,0,0,0,0,1,0,0,0,0,0,0
1000250,0,0,0,0,1,0,0,0,0,0,0
1000254,0,1,1,0,0,0,1,1,0,0,0
1000255,0,0,0,0,0,1,0,0,3,0,0
1000258,0,0,0,0,0,0,1,0,1,0,0
1000259,0,1,0,0,0,0,2,0,0,0,0
1000260,1,1,0,0,0,0,1,0,1,0,0
1000261,0,1,0,0,0,1,1,0,2,0,0
1000263,0,0,0,0,1,0,0,0,0,0,0
1000264,0,1,0,0,0,0,1,0,1,0,0
1000265,0,0,0,0,0,0,0,0,1,0,0
1000266,0,1,0,0,0,0,1,0,0,0,0
1000270,0,1,0,0,0,0,1,0,0,0,0
1000273,0,0,0,0,0,0,0,0,2,0,0
1000274,1,1,0,0,0,0,1,0,0,0,0
1000275,1,1,0,0,0,0,1,0,0,0,0
1000276,1,1,1,0,0,0,1,0,1,0,0
1000278,1,1,0,0,0,0,1,0,1,1,0
1000279,0,1,0,0,0,0,1,0,0,1,0
1000284,0,0,0,0,0,1,1,0,1,0,0
1000285,1,2,0,0,0,0,1,0,1,1,0
1000286,1,1,1,0,0,0,1,1,1,1,0
1000287,0,1,0,0,0,0,1,0,0,0,0
1000289,1,1,0,0,0,0,1,0,0,0,0
1000293,1,0,0,0,0,1,0,0,0,1,0
1000295,0,1,1,0,0,0,0,1,0,0,0
1000296,1,1,1,0,0,0,1,0,0,0,0
1000297,1,3,0,0,0,0,2,0,0,0,0
1000298,0,0,0,0,0,1,0,0,1,0,0
1000299,0,0,0,0,0,0,1,0,1,0,0
1000302,0,0,0,0,0,1,0,0,1,0,0
1000303,0,1,0,0,0,0,1,0,0,1,0
1000304,0,0,1,0,0,0,0,1,0,0,0
1000307,0,1,0,0,0,0,1,0,0,1,0
1000308,0,0,0,0,1,0,0,0,0,0,0
1000309,0,0,0,0,1,0,0,0,0,0,0
1000311,0,0,0,1,0,0,0,0,0,0,0
1000312,0,0,0,0,0,0,1,0,0,1,0
1000313,0,0,0,0,1,0,0,0,0,0,0
1000314,2,1,0,0,0,0,2,0,1,0,0
1000315,1,0,0,1,0,0,0,0,0,0,0
1000316,0,0,0,0,0,0,0,0,1,0,0
1000320,0,1,0,0,0,0,1,0,0,0,0
1000321,0,0,0,0,1,0,0,0,0,0,0
1000323,0,0,0,0,1,0,0,0,0,0,0
1000326,0,0,0,0,1,0,0,0,0,0,0
1000327,0,1,0,0,0,1,1,0,1,0,0
1000328,0,2,0,0,0,0,2,0,1,1,0
1000330,1,1,0,0,0,0,1,0,0,0,0
1000335,3,5,2,0,0,2,3,4,0,4,2
1000337,1,1,0,0,0,0,1,0,0,1,0
1000338,0,1,0,0,0,0,1,0,2,1,0
1000339,0,0,0,0,0,1,0,0,0,0,0
1000341,2,2,0,0,0,1,2,0,0,0,0
1000344,1,1,0,0,0,0,1,0,0,1,0
1000345,1,1,0,0,0,0,1,0,1,0,0
1000349,1,1,0,0,0,0,1,0,0,1,0
1000350,2,2,0,0,0,0,2,2,2,0,0
1000352,0,0,0,0,0,0,0,0,1,0,0
1000353,0,1,0,0,0,0,1,0,0,0,0
1000354,0,0,0,0,1,0,0,0,0,0,0
1000355,0,1,0,0,0,0,1,1,0,1,0
1000356,0,0,0,0,0,0,0,0,1,0,0
1000357,1,1,0,0,0,0,1,0,0,0,0
1000358,2,2,0,0,0,0,2,2,0,2,0
1000359,0,0,0,0,1,0,0,0,0,0,0
1000360,0,0,0,0,0,1,0,0,3,0,0
1000362,0,0,0,0,0,0,0,0,0,1,0
1000364,0,0,1,0,0,0,0,1,0,1,0
1000365,0,1,0,0,0,0,2,0,0,0,0
1000366,0,1,0,0,0,0,3,0,0,0,0
1000367,1,1,0,0,0,0,1,0,1,0,0
1000368,1,1,1,0,0,0,1,0,3,1,1
1000369,2,2,0,2,0,0,2,0,0,2,0
1000371,0,0,1,0,0,0,0,1,0,0,0
1000373,0,0,0,0,1,0,0,0,0,0,0
1000374,0,0,0,0,0,0,0,1,2,0,0
1000382,0,0,0,0,0,0,0,0,1,0,0
1000383,0,0,0,0,1,0,0,0,0,0,0
1000387,0,1,0,0,0,0,1,0,1,0,0
1000388,0,1,0,0,0,0,1,0,0,1,0
1000390,0,1,1,0,0,0,1,1,1,1,0
1000391,0,0,0,0,1,0,0,0,0,0,0
1000392,0,1,0,0,0,0,1,0,1,1,0
1000393,0,1,0,0,0,0,1,0,1,0,0
1000394,0,1,0,0,0,0,1,1,1,0,0
1000395,0,1,0,0,0,0,1,0,0,1,0
1000396,0,0,0,0,0,0,0,0,1,0,0
1000397,0,2,0,0,0,0,1,0,3,1,0
1000400,0,0,0,0,0,0,0,0,3,0,0
1000401,1,0,0,0,0,0,1,0,1,1,0
1000402,0,1,0,0,0,1,1,0,0,0,0
1000405,0,0,0,0,1,0,0,0,0,0,0
1000408,0,0,1,0,0,1,0,1,0,0,0
1000409,0,1,1,0,0,1,1,1,0,0,0
1000410,0,1,0,0,0,0,1,0,0,1,0
1000411,0,1,1,0,0,1,3,1,0,1,0
1000412,0,1,1,0,0,0,1,1,0,0,0
1000413,0,1,0,0,0,0,1,0,0,0,0
1000414,0,0,0,0,0,0,1,1,0,0,0
1000415,0,0,0,0,0,0,1,0,0,0,0
1000416,0,0,0,0,0,0,1,1,0,0,0
1000419,0,1,0,0,0,0,1,0,0,0,0
1000420,0,0,0,0,0,0,0,0,1,0,0
1000423,1,2,1,0,0,0,1,0,1,1,0
1000425,0,1,0,0,0,1,2,0,1,1,1
1000427,1,0,0,0,0,0,0,0,0,0,0
1000429,0,0,0,0,1,0,0,0,0,0,0
1000430,0,1,0,0,0,0,1,0,0,1,0
1000431,0,2,1,0,0,0,2,0,0,1,0
1000432,0,0,1,0,0,0,0,1,1,0,0
1000433,0,0,0,0,0,0,0,0,1,0,0
1000435,0,1,0,0,0,0,1,0,0,0,0
1000436,0,1,0,0,0,0,1,0,1,0,0
1000437,1,0,0,0,0,0,1,0,2,0,0
1000438,0,0,0,2,0,0,0,0,1,0,0
1000443,0,0,0,0,0,0,1,2,3,0,0
1000447,0,0,0,0,0,0,0,0,2,0,0
1000449,0,1,0,0,0,0,1,0,0,0,0
1000450,1,0,0,0,0,0,1,0,3,0,0
1000453,0,1,0,0,0,0,1,1,0,0,0
1000456,0,1,0,0,0,0,1,0,2,1,0
1000457,1,2,0,0,0,0,1,0,1,0,0
1000458,1,0,0,0,0,0,3,0,0,0,0
1000459,1,1,1,0,0,0,1,0,0,1,0
1000460,0,0,0,0,0,0,1,0,0,0,0
1000461,1,0,0,0,0,0,1,0,0,0,0
1000462,0,1,0,0,0,0,1,0,0,1,0
1000463,0,2,0,0,0,0,2,0,0,0,0
1000464,1,1,0,0,0,0,1,0,1,0,0
1000465,1,1,0,0,0,0,1,0,0,0,0
1000466,1,0,0,0,0,0,1,0,0,1,0
1000467,0,0,0,0,0,0,0,0,3,0,0
1000471,0,0,0,0,0,0,1,0,0,0,0
1000477,0,0,0,0,0,0,1,0,1,0,0
1000478,0,0,0,0,0,0,0,0,1,0,0
1000479,0,0,0,0,0,0,0,0,2,0,0
1000480,0,0,0,0,0,0,0,0,4,0,0
1000484,0,1,0,0,0,0,1,0,1,0,0
1000488,0,0,0,0,0,0,0,0,1,0,0
1000489,0,1,0,0,0,0,1,2,2,0,0
1000492,1,1,0,0,0,0,1,0,0,1,0
1000493,1,1,0,0,0,0,1,0,0,1,0
1000495,0,0,1,0,0,0,0,1,0,0,0
1000497,0,1,0,0,0,0,1,0,1,0,0
1000498,0,1,0,0,0,0,1,0,0,0,0
1000499,0,1,0,0,0,0,1,0,0,0,0
1000500,0,1,1,0,0,0,1,0,0,0,0
1000501,0,1,1,0,0,0,1,0,1,0,0
1000502,0,0,0,0,1,0,0,0,0,0,0
1000503,0,0,0,0,0,1,0,0,1,0,2
1000504,0,0,0,0,0,0,0,0,1,0,0
1000505,1,1,0,0,0,0,1,1,2,0,0
1000506,0,0,0,0,0,0,1,0,0,0,0
1000507,0,1,0,0,0,0,1,0,1,0,0
1000509,0,1,0,0,0,0,1,0,0,0,0
1000512,0,0,1,0,0,0,0,1,0,0,0
1000513,0,1,0,0,0,0,1,0,1,0,0
1000514,0,1,0,0,0,0,1,0,1,1,0
1000518,0,1,0,0,0,0,1,0,0,0,0
1000519,0,0,0,0,0,0,0,0,2,0,0
1000520,0,0,0,0,1,0,0,0,0,0,0
1000521,0,0,0,0,0,0,0,0,4,0,0
1000522,1,0,0,0,0,0,1,0,1,0,0
1000523,0,1,0,0,0,0,1,0,0,1,0
1000524,0,1,0,0,0,0,1,0,0,0,0
1000526,0,0,0,0,0,0,0,0,2,0,0
1000527,0,0,0,0,0,0,1,0,2,0,0
1000528,0,1,0,0,0,0,1,0,2,0,0
1000529,0,0,0,0,0,0,0,0,1,0,0
1000530,0,0,1,0,0,0,0,1,0,0,0
1000531,0,1,0,1,0,0,1,0,0,1,0
1000532,0,0,0,0,1,0,0,0,0,0,0
1000533,3,2,0,0,0,0,2,0,0,0,0
1000534,0,0,0,0,0,0,0,0,2,0,0
1000537,0,0,1,0,0,0,0,1,0,0,0
1000538,0,0,1,0,0,0,0,1,0,0,0
1000540,1,1,0,0,0,0,1,0,0,0,0
1000541,0,0,0,0,1,0,0,0,0,0,0
1000542,0,0,0,1,0,0,0,0,0,0,0
1000543,0,0,1,0,0,0,0,1,0,0,0
1000544,0,1,0,0,0,0,1,0,0,0,0
1000545,0,0,0,0,0,1,0,0,2,0,0
1000546,0,2,0,0,0,0,1,0,1,1,0
1000547,0,0,0,0,0,0,0,0,1,0,0
1000549,0,1,0,1,0,0,1,0,0,0,0
1000550,0,0,0,0,0,0,0,0,1,0,0
1000551,1,1,0,0,0,0,1,0,0,1,0
1000552,0,0,0,0,0,0,1,0,1,0,0
1000554,0,0,0,0,0,0,1,0,0,0,0
1000555,0,1,0,0,0,0,1,0,2,0,0
1000557,0,1,0,0,0,0,1,0,0,0,0
1000558,0,1,0,0,0,0,1,0,1,0,0
1000559,0,1,0,0,0,0,1,0,0,0,0
1000563,0,1,0,0,0,1,1,0,1,0,0
1000564,0,0,0,0,1,0,0,0,0,0,0
1000565,0,1,0,0,0,0,1,0,1,0,0
1000567,0,0,1,0,0,0,0,1,2,0,0
1000569,0,1,0,0,0,0,1,0,1,1,0
1000573,1,1,0,0,0,0,2,1,1,1,0
1000574,0,0,0,0,0,0,0,0,1,0,0
1000575,0,2,1,0,0,0,1,1,0,0,0
1000577,0,0,0,0,0,0,0,0,1,0,0
1000579,0,2,0,0,0,1,1,0,1,0,0
1000583,1,0,0,0,0,0,0,1,0,0,1
1000584,0,0,1,0,0,1,0,0,0,0,0
1000587,0,0,1,0,0,0,0,1,0,0,0
1000589,0,1,0,0,0,0,1,0,1,1,0
1000597,0,2,2,0,0,2,2,2,0,2,0
1000598,0,0,0,0,0,0,0,0,2,0,0
1000600,0,1,0,0,0,0,1,0,0,1,0
1000602,1,1,0,0,0,0,1,0,1,1,0
1000603,0,0,0,0,0,0,1,0,0,0,0
1000605,1,1,0,0,0,0,1,0,1,0,0
1000606,0,1,0,0,0,0,1,1,0,0,0
1000607,0,1,0,0,0,0,1,0,0,0,0
1000608,1,1,0,0,0,1,1,0,0,0,0
1000610,0,2,0,0,0,0,1,0,0,0,0
1000611,0,0,0,0,0,0,0,0,2,0,0
1000612,1,1,0,0,0,0,1,0,0,1,0
1000613,2,2,0,0,0,1,2,0,0,0,0
1000614,0,0,1,0,0,0,0,1,1,0,0
1000618,0,0,0,0,0,0,0,0,2,0,0
1000619,0,0,0,0,0,0,0,0,3,0,0
1000620,0,1,0,0,0,0,1,0,1,0,0
1000623,1,1,0,0,0,0,1,0,1,0,0
1000625,0,0,0,0,1,0,0,0,0,0,0
1000632,0,0,0,0,0,0,0,0,2,0,0
1000633,1,2,0,0,0,0,2,0,0,0,0
1000636,0,0,0,0,0,0,0,0,1,0,0
1000637,0,0,0,0,1,0,0,0,0,0,0
1000638,0,0,0,1,0,0,0,0,1,0,0
1000639,0,0,0,0,1,0,0,0,0,0,0
1000640,0,0,0,0,1,0,0,0,0,0,0
1000641,0,1,0,0,0,0,1,0,0,0,0
1000642,1,1,1,0,0,0,1,1,0,0,1
1000643,0,0,0,0,0,1,0,0,1,0,0
1000644,1,1,0,0,0,0,1,0,0,1,0
1000645,0,1,0,0,0,0,1,0,1,1,0
1000646,1,1,0,0,0,0,1,0,0,2,0
1000650,0,2,0,0,0,0,1,0,1,0,0
1000651,0,1,0,0,0,0,1,0,1,0,0
1000652,1,1,0,0,0,0,1,0,0,0,0
1000653,1,1,0,0,0,0,1,0,0,0,0
1000655,0,0,0,0,1,0,0,0,0,0,0
1000656,0,0,0,0,0,0,1,0,1,0,1
1000657,0,0,0,0,0,0,0,0,1,0,0
1000658,0,0,0,0,0,0,0,0,1,0,0
1000660,0,0,0,0,0,0,1,1,0,1,0
1000663,1,1,1,0,0,0,1,1,0,0,0
1000664,0,0,0,0,0,1,0,0,0,0,0
1000666,0,0,0,0,0,0,0,1,1,0,0
1000670,0,1,0,0,0,0,1,0,0,1,0
1000671,0,1,0,0,0,0,1,0,2,1,0
1000676,0,0,0,0,0,0,0,0,2,0,0
1000677,0,1,0,0,0,0,1,0,1,0,0
1000678,0,0,0,0,0,0,0,0,3,0,0
1000679,0,0,0,0,0,0,1,0,1,0,0
1000682,0,0,0,0,1,0,0,0,0,0,0
1000684,0,1,1,0,0,0,1,1,0,0,0
1000692,0,1,0,1,0,0,1,0,0,1,0
1000698,0,1,0,0,0,0,1,0,0,0,0
1000699,0,1,0,0,0,1,1,0,0,0,0
1000700,0,0,1,0,0,1,1,1,2,0,0
1000701,0,0,0,0,0,0,0,0,2,0,0
1000702,0,1,0,0,0,0,1,0,2,0,0
1000704,0,1,0,0,0,0,1,0,0,0,0
1000705,0,0,0,0,1,0,0,0,0,0,0
1000706,0,0,0,0,0,0,0,0,1,0,0
1000707,0,0,0,0,0,0,0,0,2,0,0
1000708,0,1,0,0,0,0,1,1,0,1,0
1000709,1,1,0,0,0,0,1,0,0,1,0
1000711,0,1,0,0,0,0,1,0,1,0,0
1000712,0,1,0,0,0,0,1,0,0,0,0
1000713,0,0,0,0,0,0,0,0,1,0,0
1000714,0,1,0,0,0,0,1,0,0,0,1
1000716,1,1,0,0,0,0,1,0,1,0,0
1000717,0,1,0,0,0,0,1,0,0,0,0
1000720,1,1,0,0,0,0,1,0,0,0,0
1000721,0,0,0,0,0,1,1,0,1,0,0
1000724,0,1,0,0,0,0,1,0,1,0,0
1000725,0,0,1,0,0,0,0,0,1,0,0
1000726,0,1,0,0,0,1,1,0,0,0,0
1000727,0,1,0,0,0,0,1,0,0,0,0
1000728,0,1,0,0,0,0,1,0,0,0,0
1000729,0,1,0,0,0,1,1,0,0,0,0
1000730,0,1,0,0,0,0,1,0,0,0,0
1000731,0,1,0,0,0,0,1,0,1,1,0
1000732,0,1,1,0,0,0,1,0,0,1,0
1000733,1,1,0,0,0,0,1,0,0,2,0
1000734,0,1,0,0,0,0,1,0,0,0,0
1000735,0,0,0,0,0,1,0,0,0,0,0
1000736,0,0,0,0,0,0,1,0,1,0,0
1000737,0,1,0,0,0,0,1,0,0,0,0
1000740,0,1,0,0,0,0,1,0,0,1,0
1000745,0,1,0,0,0,0,1,0,0,1,0
1000748,0,0,0,0,0,0,0,0,1,0,0
1000749,0,2,0,0,0,0,1,0,0,0,0
1000750,0,0,0,0,0,0,0,0,2,0,0
1000751,0,0,1,0,0,0,0,0,0,0,0
1000752,0,0,0,0,0,0,1,0,0,1,0
1000757,0,0,0,0,1,0,0,0,0,0,0
1000758,0,0,0,0,1,0,0,0,0,0,0
1000759,0,0,0,0,0,0,0,0,4,0,1
1000760,0,1,0,0,0,0,1,0,0,0,0
1000761,0,0,0,0,0,1,0,0,0,0,0
1000762,1,1,0,0,0,0,1,0,0,1,0
1000763,0,0,0,0,0,0,1,0,0,0,0
1000768,0,0,0,0,0,0,0,0,1,0,0
1000769,0,1,0,0,0,0,1,0,0,1,0
1000770,1,1,1,0,0,0,1,0,0,1,0
1000772,0,0,0,0,0,0,0,0,1,0,0
1000773,0,0,0,0,0,1,0,0,3,0,0
1000782,0,0,0,0,0,0,0,1,0,0,0
1000783,0,0,2,0,0,0,1,1,0,1,0
1000784,0,0,0,0,0,0,0,0,1,0,0
1000785,1,1,0,0,0,0,1,1,0,0,0
1000786,0,0,0,0,0,0,1,0,0,0,0
1000787,0,1,0,0,0,0,1,0,1,0,0
1000789,0,0,0,0,1,0,0,0,0,0,0
1000791,0,0,0,0,0,0,0,0,1,0,0
1000793,1,1,0,0,0,0,1,0,0,2,0
1000795,0,0,0,0,0,0,0,0,2,0,0
1000796,0,0,0,0,0,0,0,0,1,0,0
1000797,0,0,0,0,0,0,1,0,4,0,0
1000800,1,1,0,0,0,1,1,2,0,1,0
1000801,1,2,1,0,0,0,1,0,0,0,0
1000802,0,0,0,1,0,1,1,0,1,0,0
1000803,0,0,0,0,0,1,1,0,2,0,0
1000807,0,0,0,0,0,1,0,0,2,0,0
1000808,1,1,0,0,0,0,1,0,1,1,0
1000810,0,0,0,0,0,0,0,0,1,0,0
1000811,0,0,1,0,0,0,0,1,0,0,0
1000812,0,1,0,0,0,0,1,1,0,0,0
1000813,0,0,0,0,1,0,0,0,0,0,0
1000816,0,0,0,0,0,0,0,0,1,0,0
1000817,0,0,0,0,0,0,0,1,0,0,0
1000818,0,0,0,0,0,0,0,0,1,0,0
1000819,1,1,0,0,0,0,1,0,1,0,0
1000820,0,0,0,0,1,0,0,0,0,0,0
1000821,0,1,0,0,0,0,1,0,0,2,0
1000822,0,0,0,0,0,0,0,0,2,0,0
1000823,0,1,0,1,0,0,1,0,1,0,0
1000825,0,3,0,0,0,0,1,0,4,0,0
1000826,0,0,0,0,0,0,0,0,0,0,2
1000827,0,0,0,0,0,0,0,0,1,0,0
1000828,0,0,0,0,0,0,0,0,1,0,0
1000831,0,0,0,0,1,0,0,0,0,0,0
1000833,0,0,0,0,0,0,0,0,1,0,0
1000836,1,1,0,0,0,0,1,0,1,0,0
1000837,0,1,0,0,0,0,1,1,0,0,0
1000838,0,0,0,0,0,1,0,0,1,0,0
1000839,0,1,0,0,0,0,1,0,1,0,0
1000840,0,0,0,0,0,0,1,0,0,0,0
1000841,0,0,0,0,0,0,0,0,2,0,0
1000843,1,1,1,0,0,0,1,0,0,1,0
1000846,0,0,1,0,0,0,0,1,0,0,0
1000847,0,0,1,0,0,0,0,0,0,0,0
1000848,0,0,0,0,0,0,0,0,2,0,0
1000849,0,0,0,0,0,0,1,0,0,1,0
1000852,0,0,0,0,0,0,0,0,1,0,0
1000853,0,0,0,0,0,0,0,0,3,0,0
1000855,0,0,0,1,0,0,0,0,4,0,0
1000857,1,1,0,0,0,0,1,0,0,1,0
1000859,0,1,0,0,0,0,1,0,0,0,0
1000861,0,0,0,0,0,0,0,0,2,0,0
1000862,0,1,0,0,0,0,1,1,0,1,0
1000863,0,2,1,0,0,0,1,0,0,0,0
1000865,0,2,0,0,0,0,1,0,0,0,0
1000866,1,1,0,0,0,0,1,1,0,0,0
1000867,0,1,0,0,0,0,1,0,1,0,1
1000868,0,1,0,0,0,0,1,0,0,0,0
1000869,0,1,0,0,0,0,1,0,1,1,0
1000870,1,1,0,0,0,0,1,2,0,0,0
1000871,0,0,0,0,0,2,0,0,1,0,0
1000872,0,0,0,0,0,1,0,0,1,0,0
1000874,0,0,0,0,0,0,0,0,1,0,0
1000875,0,0,0,1,0,1,0,0,0,0,0
1000877,0,0,0,0,0,0,1,0,0,0,0
1000878,0,1,0,0,0,0,1,1,2,1,0
1000879,0,0,0,0,0,0,1,1,2,0,0
1000880,0,0,0,0,1,0,0,0,0,0,0
1000881,0,0,0,0,0,0,1,0,0,0,0
1000882,0,1,0,0,0,0,1,0,1,1,0
1000883,0,0,0,0,0,0,0,0,1,0,0
